제품명,기능성,processed_text
더고래 쏘팔메토 옥타코사놀 플러스,"[쏘팔메토열매추출물] 전립선 건강의 유지에 도움을 줄 수 있음
[아연] ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요
[옥타코사놀함유유지] 지구력 증진에 도움을 줄 수 있음
[나이아신] 체내 에너지 생성에 필요
[비타민B6] ①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요
[엽산] ①세포와 혈액생성에 필요 ②태아 신경관의 정상 발달에 필요 ③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",팔메 토 물 전립선 줄 수 아연 면역 옥 타코 놀 지구력 줄 수 나이아신 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인
더굿슬립,"[비타민B6]
단백질 및 아미노산 이용에 필요
혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[마그네슘]
에너지 이용에 필요
신경과 근육 기능 유지에 필요

[테아닌]
스트레스로 인한 긴장완화에 도움을 줄 수 있음

[아쉬아간다 추출물(Shoden®)(제2022-27호)]
(국문) 수면건강에 도움을 줄 수 있음
(영문) May help to improve sleep quality",비타민 단백질 아미노산 혈액 시스테인 마그네슘 에너지 신경 근육 테아닌 스트레스 긴장 완화 줄 수 간다 물 호 수면 줄 수
더나은 밀크씨슬,"① 간 건강에 도움을 줄 수 있음

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①유해산소로부터 세포를 보호하는데 필요",간 줄 수 에너지 에너지 생 단백질 아미노산 혈액 시스테인 산소
더나은 콜레우스 다이어트,"체지방 감소에 도움을 줄 수 있음 (생리활성기능 2등급)

(1) 탄수화물과 에너지 대사에 필요

(1) 체내 에너지 생성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①유해산소로부터 세포를 보호하는데 필요",체지방 감소 줄 수 생리 활 에너지 에너지 생 지방 단백질 에너지 생 단백질 아미노산 혈액 시스테인 산소
더나은 파워 쏘팔메토,"쏘팔메토열매추출물 : 전립선 건강의 유지에 도움을 줄 수 있음
옥타코사놀함유유지 : 지구력 증진에 도움을 줄 수 있음
아연 : 정상적인 면역기능에 필요/정상적인 세포분열에 필요
나이아신 : 체내 에너지 생성에 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
셀레늄 : 유해산소로부터 세포를 보호하는데 필요
비타민 B6 : 단백질 및 아미노산 이용에 필요/혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민 B1 : 탄수화물과 에너지 대사에 필요
비타민 B2 : 체내 에너지 생성에 필요
비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요/뼈의 형성과 유지에 필요/골다공증발생 위험 감소에 도움을 줌
엽산 : 세포와 혈액생성에 필요/태아 신경관의 정상 발달에 필요/혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",팔메 토 물 전립선 줄 수 옥 타코 놀 지구력 줄 수 아연 면역 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 셀레늄 산소 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 비타민 칼슘 인 뼈 골다공증 감소 엽산 혈액 생 태아 경관 혈액 시스테인
더나은 헤파쎈,"[밀크씨슬추출물] 간 건강에 도움을 줄 수 있음
[비타민B1] 탄수화물과 에너지 대사에 필요.
[비타민B2] 체내 에너지 생성에 필요.
[나이아신] 체내 에너지 생성에 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.
[셀레늄] 유해산소로부터 세포를 보호하는데 필요",밀크 슬 물 간 줄 수 비타민 에너지 비타민 에너지 생 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비오틴 지방 단백질 에너지 생 아연 면역 셀레늄 산소
더뉴리얼 쏘팔메토,"[쏘팔메토 열매 추출물]전립선 건강의 유지에 도움을 줄 수 있음
[옥타코사놀 함유 유지] 지구력 증진에 도움을 줄 수 있음
[비타민B1]①탄수화물과 에너지 대사에 필요
[나이아신]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민E]①항산화작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
",팔메 토 열매 물 전립선 줄 수 옥 타코 놀 지구력 줄 수 비타민 에너지 나이아신 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 항산화작용 산소 아연 면역
더다른 미강,"1. 미강주정추출물: 수면에 도움을 줄 수 있음
2. 비타민B1: 탄수화물과 에너지 대사에 필요
3. 비타민B12: 정상적인 엽산 대사에 필요
4. 비타민C: (가) 결합조직 형성과 기능유지에 필요 (나) 철의 흡수에 필요 (다) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
5. 나이아신: 체내 에너지 생성에 필요
6. 판토텐산: 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
7. 엽산: (가) 세포와 혈액생성에 필요 (나) 태아 신경관의 정상 발달에 필요 (다) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",강 주정 물 수면 줄 수 비타민 에너지 비타민 엽산 비타민 철 항산화 산소 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인
더다른 바나바,"- 바나바잎 추출물: 식후 혈당상승 억제에 도움을 줄 수 있음
- 비타민 B1: 탄수화물과 에너지 대사에 필요
- 비타민 B2: 체내 에너지 생성에 필요
- 비타민 B6: 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12: 정상적인 엽산 대사에 필요
- 아연: 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
- 셀렌: 유해산소로부터 세포를 보호하는데 필요",바나바 잎 물 식후 혈당 상승 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 아연 면역 셀렌 산소
더다른 비오틴,"판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여
셀렌 : 유해산소로부터 세포를 보호하는데 필요   
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 
비타민B1 : 탄수화물과 에너지 대사에 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
엽산 : (1) 세포와 혈액생성에 필요 (2) 태아 신경관의 정상 발달에 필요 (3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",판토텐산 지방 단백질 에너지 생 크롬 지방 단백질 관여 셀렌 산소 아연 면역 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비오틴 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인
더다른 비오틴,"(1) 탄수화물과 에너지 대사에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①유해산소로부터 세포를 보호하는데 필요

(1) 체내 탄수화물, 지방, 단백질 대사에 관여",에너지 지방 단백질 에너지 생 단백질 아미노산 혈액 시스테인 혈액 생 태아 경관 혈액 시스테인 지방 단백질 에너지 생 면역 산소 지방 단백질 관여
더다른 올인원 종합비타민,"[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[요오드] ①갑상선 호르몬의 합성에 필요②에너지 생성에 필요③신경발달에 필요
[나이아신] ①체내 에너지 생성에 필요
[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[철] ①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간] ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여
[몰리브덴] 산화·환원 효소의 활성에 필요
[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민B2] ①체내 에너지 생성에 필요
[비타민B1] ①탄수화물과 에너지 대사에 필요
[셀레늄] ①유해산소로부터 세포를 보호하는데 필요
[비타민B12] ①정상적인 엽산 대사에 필요
[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[구리] ①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[비타민K] ①정상적인 혈액응고에 필요②뼈의 구성에 필요
[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",마그네슘 에너지 신경 근육 비타민 철 항산화 산소 요오드 갑상선 호르몬 에너지 생 나이아신 에너지 생 비타민 항산화 산소 철 산소 운반 혈액 생 에너지 생 판토텐산 지방 단백질 에너지 생 아연 면역 망간 뼈 에너지 산소 크롬 지방 단백질 관여 몰리브덴 산화 환원 효소 활 비타민 곳 피부 점막 상피세포 비타민 칼슘 인 뼈 골다공증 감소 비타민 에너지 생 비타민 에너지 셀레늄 산소 비타민 엽산 비타민 단백질 아미노산 혈액 시스테인 구리 철 운반 산소 비타민 혈액 뼈 구성 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생
더다른 유기농 밀크씨슬,"밀크씨슬(카르두스 마리아누스) 추출물 : 간 건강에 도움을 줄 수 있음
셀레늄 : (1) 유해산소로부터 세포를 보호하는데 필요
엽산 : (1) 세포와 혈액생성에 필요 (2) 태아 신경관의 정상 발달에 필요 (3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",밀크 슬 카르 스 마리 아누 스 물 간 줄 수 셀레늄 산소 엽산 혈액 생 태아 경관 혈액 시스테인
더다른 유기농 엽산,"엽산 : (1) 세포와 혈액생성에 필요 (2) 태아 신경관의 정상 발달에 필요 (3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B12 : 정상적인 엽산 대사에 필요
",엽산 혈액 생 태아 경관 혈액 시스테인 비타민 엽산
더다른 이뮨타민 올인원,"비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요  
나이아신 : 체내 에너지 생성에 필요
셀레늄 : 유해산소로부터 세포를 보호하는데 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌
엽산 : (1) 세포와 혈액생성에 필요 (2) 태아 신경관의 정상 발달에 필요 (3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B12 : (1) 정상적인 엽산 대사에 필요",비타민 철 항산화 산소 나이아신 에너지 생 셀레늄 산소 아연 면역 비타민 항산화 산소 판토텐산 지방 단백질 에너지 생 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비오틴 지방 단백질 에너지 생 비타민 곳 피부 점막 상피세포 비타민 칼슘 인 뼈 골다공증 감소 엽산 혈액 생 태아 경관 혈액 시스테인 비타민 엽산
더다른 이뮨타민 올인원 알파,"비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요  
나이아신 : 체내 에너지 생성에 필요
셀렌 : 유해산소로부터 세포를 보호하는데 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌",비타민 철 항산화 산소 나이아신 에너지 생 셀렌 산소 아연 면역 비타민 항산화 산소 판토텐산 지방 단백질 에너지 생 비타민 에너지 비타민 에너지 생 비오틴 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 곳 피부 점막 상피세포 비타민 칼슘 인 뼈 골다공증 감소
