제품명,기능성,processed_text
더:해 비타민D 2000IU,[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌,비타민 칼슘 인 뼈 골다공증 감소
더:해 츄어블 비타민D 5000IU,①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌,칼슘 인 뼈 골다공증 감소
더AQ오메가3,"[비타민 D]
칼슘과 인이 흡수되고 이용되는데 필요
뼈의 형성과 유지에 필요
골다공증발생 위험 감소에 도움을 줌

[비타민 E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[EPA 및 DHA 함유 유지]
혈중 중성지질 개선･혈행 개선･기억력 개선･건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
",비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 중성 지질 혈행 기억 눈 눈 줄 수
더건강한비타민,"1) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장
	    과 발달에 필요.
2) 비타민B1 : 탄수화물과 에너지 대사에 필요.
3) 비타민B2 : 체내 에너지 생성에 필요.
4) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
5) 비타민B12 : 정상적인 엽산 대사에 필요.
6) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 유해산소로부터 세포를 보호하는데 필요.
7) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌. 
8) 비타민E : 유해산소로부터 세포를 보호하는데 필요.
9) 비타민K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요. 
10) 베타카로틴 : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장        과 발달에 필요.
11) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 
	  필요. 
12) 나이아신 : 체내 에너지 생성에 필요.　
13) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
14) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
15) 칼슘 : 뼈와 치아 형성에 필요, 신경과 근육 기능 유지에 필요, 정상적인 혈액응고에 필요, 골다공증발생 위험 감소에 도움을 줌
16) 마그네슘 : 에너지 이용에 필요, 신경과 근육 기능 유지에 필요.
17) 철 : 체내 산소운반과 혈액생성에 필요, 에너지 생성에 필요.
18) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. 
19) 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
20) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
21) 요오드 : 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요. 
22) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
23) 몰리브덴 : 산화 · 환원 효소의 활성에 필요. 
24) 크롬",비타민 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 산소 비타민 혈액 뼈 구성 베타카로틴 곳 피부 점막 상피세포 엽산 혈액 생 태아 경관 혈액 시스테인 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비오틴 지방 단백질 에너지 생 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 마그네슘 에너지 신경 근육 철 산소 운반 혈액 생 에너지 생 아연 면역 구리 철 운반 산소 셀렌 산소 요오드 갑상선 호르몬 에너지 생 망간 뼈 에너지 산소 몰리브덴 산화 환원 효소 활 크롬
더나은 마이크로바이옴 골드,"* 비타민D
① 칼슘과 인이 흡수되고 이용되는데 필요
② 뼈의 형성과 유지에 필요
③ 골다공증발생 위험 감소에 도움을 줌

* 아연
① 정상적인 면역기능에 필요
② 정상적인 세포분열에 필요

* 프로바이오틱스
① 유산균 증식 및 유해균 억제에 도움을 줄 수 있음
② 배변활동 원활에 도움을 줄 수 있음
③ 장건강에 도움을 줄 수 있음",비타민 칼슘 인 뼈 골다공증 감소 아연 면역 프로바이오틱스 유산균 균 줄 수 배변 줄 수 장 줄 수
더나은 뮤코다당단백(콘드로이친) 1200,"관절 및 연골건강에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요",관절 연골 줄 수 칼슘 인 뼈 골다공증 감소 뼈 에너지 산소
더나은 식물성 rTG 오메가3,"혈중 중성지질 개선·혈행 개선·기억력 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",중성 지질 혈행 기억 눈 눈 줄 수 칼슘 인 뼈 골다공증 감소 항산화 산소
더나은 식물성 알티지 오메가3,"[비타민 D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌 
[EPA 및 DHA 함유유지]  혈중 중성지질 개선･혈행 개선･기억력 개선에 도움을 줄 수 있음
[비타민 E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",비타민 칼슘 인 뼈 골다공증 감소 중성 지질 혈행 기억 줄 수 비타민 항산화 산소
더나은 알티지오메가3,"[EPA 및 DHA 함유 유지] ①혈중 중성지질 개선·혈행 개선·기억력 개선에 도움을 줄 수 있음

[비타민E] ①유해산소로부터 세포를 보호하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",중성 지질 혈행 기억 줄 수 비타민 산소 비타민 칼슘 인 뼈 골다공증 감소
더나은 칼슘마그네슘비타민D&K,"* 마그네슘
① 에너지 이용에 필요
② 신경과 근육 기능 유지에 필요

*비타민 D
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

*비타민E
①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

*비타민 K
①정상적인 혈액응고에 필요
②뼈의 구성에 필요

* 칼슘
① 뼈와 치아 형성에 필요
② 신경과 근육 기능 유지에 필요
③ 정상적인 혈액응고에 필요
④ 골다공증발생 위험 감소에 도움을 줌",마그네슘 에너지 신경 근육 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소
더나은 코랄칼슘마그네슘플러스디,"①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",뼈 치아 신경 근육 혈액 골다공증 감소 에너지 신경 근육 칼슘 인 뼈 골다공증 감소
더나은 파워 쏘팔메토,"쏘팔메토열매추출물 : 전립선 건강의 유지에 도움을 줄 수 있음
옥타코사놀함유유지 : 지구력 증진에 도움을 줄 수 있음
아연 : 정상적인 면역기능에 필요/정상적인 세포분열에 필요
나이아신 : 체내 에너지 생성에 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
셀레늄 : 유해산소로부터 세포를 보호하는데 필요
비타민 B6 : 단백질 및 아미노산 이용에 필요/혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민 B1 : 탄수화물과 에너지 대사에 필요
비타민 B2 : 체내 에너지 생성에 필요
비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요/뼈의 형성과 유지에 필요/골다공증발생 위험 감소에 도움을 줌
엽산 : 세포와 혈액생성에 필요/태아 신경관의 정상 발달에 필요/혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",팔메 토 물 전립선 줄 수 옥 타코 놀 지구력 줄 수 아연 면역 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 셀레늄 산소 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 비타민 칼슘 인 뼈 골다공증 감소 엽산 혈액 생 태아 경관 혈액 시스테인
더다른 감마리놀렌산,"- 감마리놀렌산 : 혈중 콜레스테롤 개선･혈행개선･월경전 변화에 의한 불편한 상태 개선･면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",감마 리놀렌산 콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소
더다른 알티지 오메가3,"[EPA 및 DHA 함유 유지] 혈중 중성지질 개선·혈행 개선··건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민E] ①유해산소로부터 세포를 보호하는데 필요",중성 지질 혈행 눈 눈 줄 수 비타민 곳 피부 점막 상피세포 비타민 칼슘 인 뼈 골다공증 감소 비타민 산소
더다른 엠에스엠 플러스,"① 관절 및 연골건강에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 칼슘 인 뼈 골다공증 감소
더다른 올인원 종합비타민,"[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[요오드] ①갑상선 호르몬의 합성에 필요②에너지 생성에 필요③신경발달에 필요
[나이아신] ①체내 에너지 생성에 필요
[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[철] ①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간] ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여
[몰리브덴] 산화·환원 효소의 활성에 필요
[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민B2] ①체내 에너지 생성에 필요
[비타민B1] ①탄수화물과 에너지 대사에 필요
[셀레늄] ①유해산소로부터 세포를 보호하는데 필요
[비타민B12] ①정상적인 엽산 대사에 필요
[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[구리] ①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[비타민K] ①정상적인 혈액응고에 필요②뼈의 구성에 필요
[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",마그네슘 에너지 신경 근육 비타민 철 항산화 산소 요오드 갑상선 호르몬 에너지 생 나이아신 에너지 생 비타민 항산화 산소 철 산소 운반 혈액 생 에너지 생 판토텐산 지방 단백질 에너지 생 아연 면역 망간 뼈 에너지 산소 크롬 지방 단백질 관여 몰리브덴 산화 환원 효소 활 비타민 곳 피부 점막 상피세포 비타민 칼슘 인 뼈 골다공증 감소 비타민 에너지 생 비타민 에너지 셀레늄 산소 비타민 엽산 비타민 단백질 아미노산 혈액 시스테인 구리 철 운반 산소 비타민 혈액 뼈 구성 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생
더다른 유기농 비타민D,비타민D :①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌,비타민 칼슘 인 뼈 골다공증 감소
더다른 이뮨 앤 리스펙타,"[리스펙타(Respecta®)[프로바이오틱스 등 복합물](제2019-26호)](국문) 질내 유익균 증식 및 유해균 억제에 도움을 줄 수 있음 (영문) May help to proliferate vaginal beneficial flora and to suppress pathogenic bacteria
[프로바이오틱스]유산균 증식 및 유해균 억제 • 배변활동 원활 • 장건강에 도움을 줄 수 있음
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[셀렌]①유해산소로부터 세포를 보호하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",리 스펙 타 프로바이오틱스 복합 물 호 유익 균 균 줄 수 프로바이오틱스 유산균 균 배변 장 줄 수 아연 면역 셀렌 산소 비타민 칼슘 인 뼈 골다공증 감소
더다른 이뮨타민 올인원,"비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요  
나이아신 : 체내 에너지 생성에 필요
셀레늄 : 유해산소로부터 세포를 보호하는데 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌
엽산 : (1) 세포와 혈액생성에 필요 (2) 태아 신경관의 정상 발달에 필요 (3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B12 : (1) 정상적인 엽산 대사에 필요",비타민 철 항산화 산소 나이아신 에너지 생 셀레늄 산소 아연 면역 비타민 항산화 산소 판토텐산 지방 단백질 에너지 생 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비오틴 지방 단백질 에너지 생 비타민 곳 피부 점막 상피세포 비타민 칼슘 인 뼈 골다공증 감소 엽산 혈액 생 태아 경관 혈액 시스테인 비타민 엽산
더다른 이뮨타민 올인원 알파,"비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요  
나이아신 : 체내 에너지 생성에 필요
셀렌 : 유해산소로부터 세포를 보호하는데 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌",비타민 철 항산화 산소 나이아신 에너지 생 셀렌 산소 아연 면역 비타민 항산화 산소 판토텐산 지방 단백질 에너지 생 비타민 에너지 비타민 에너지 생 비오틴 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 곳 피부 점막 상피세포 비타민 칼슘 인 뼈 골다공증 감소
더다른 초임계 쏘팔메토 & 옥타루테인 이뮨,"[쏘팔메토열매추출물]
① 전립선 건강의 유지에 도움을 줄 수 있음
[마리골드꽃추출물]
① 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
[아연]
① 정상적인 면역기능에 필요 ② 정상적인 세포분열에 필요
[비타민E]
① 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[옥타코사놀 함유 유지]
① 지구력 증진에 도움을 줄 수 있음
[셀렌]
① 유해산소로부터 세포를 보호하는데 필요
[비타민B1]
① 탄수화물과 에너지 대사에 필요
[비타민B2]
① 체내 에너지 생성에 필요
[비타민A]
① 어두운 곳에서 시각 적응을 위해 필요
② 피부와 점막을 형성하고 기능을 유지하는데 필요
③ 상피세포의 성장과 발달에 필요
[비타민D]
① 칼슘과 인이 흡수되고 이용되는데 필요
② 뼈의 형성과 유지에 필요
③ 골다공증발생 위험 감소에 도움을 줌",팔메 토 물 전립선 줄 수 마리 골드 꽃 물 노화 감소 수 황반 색소 밀도 눈 줄 수 아연 면역 비타민 항산화 산소 옥 타코 놀 지구력 줄 수 셀렌 산소 비타민 에너지 비타민 에너지 생 비타민 곳 피부 점막 상피세포 비타민 칼슘 인 뼈 골다공증 감소
더다른 초임계 알티지 오메가3,"EPA 및 DHA 함유 유지 : (1) 혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음 (2) 기억력 개선에 도움을 줄 수 있음 (3) 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
비타민E : (1) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌",중성 지질 혈행 줄 수 기억 줄 수 눈 눈 줄 수 비타민 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소
