제조사,제품명,신고번호,등록일,유통기한,기능성
광동헬스바이오(주) 2공장,멀티비타민 제우스 포 맨,200400200141723,20230707,제조일로부터 24개월,"[칼슘] ①뼈와 치아 형성에 필요 ②신경과 근육 기능 유지에 필요 ③정상적인 혈액응고에 필요 ④골다공증발생 위험 감소에 도움을 줌
[홍삼] ①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음
[마그네슘] ①에너지 이용에 필요 ②신경과 근육 기능 유지에 필요
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[베타카로틴] ①어두운 곳에서 시각 적응을 위해 필요 ②피부와 점막을 형성하고 기능을 유지하는데 필요 ③상피세포의 성장과 발달에 필요
[셀렌]유해산소로부터 세포를 보호하는데 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[나이아신] 체내 에너지 생성에 필요
[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여
[아연] ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요
[구리] ①철의 운반과 이용에 필요 ②유해산소로부터 세포를 보호하는데 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B6] ①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2] 체내 에너지 생성에 필요
[비타민B12] 정상적인 엽산 대사에 필요
[망간] ①뼈 형성에 필요 ②에너지 이용에 필요 ③유해산소로부터 세포를 보호하는데 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌
[엽산] ①세포와 혈액생성에 필요 ②태아 신경관의 정상 발달에 필요 ③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
"
주식회사비엠제약,멀티비타민 젤리빈,2010001521956,20240403,2027-01-02,"[비타민A] (가) 어두운 곳에서 시각 적응을 위해 필요 (나) 피부와 점막을 형성하고 기능을 유지하는데 필요 (다) 상피세포의 성장과 발달에 필요
[비타민C] (가) 결합조직 형성과 기능유지에 필요 (나) 철의 흡수에 필요 (다) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민D] (가) 칼슘과 인이 흡수되고 이용되는데 필요 (나) 뼈의 형성과 유지에 필요 (다) 골다공증발생 위험 감소에 도움을 줌
[비타민E] (가) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[나이아신] (가) 체내 에너지 생성에 필요
[비타민B6] (가) 단백질 및 아미노산 이용에 필요 (나) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요,[비타민B12] (가) 정상적인 엽산 대사에 필요
[엽산] (가) 세포의 혈액생성에 필요 (나) 태아 신경관의 정상 발달에 필요 (다) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴] (가) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[판토텐산] (가) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[요오드] (가) 갑상선 호르몬의 합성에 필요 (나) 에너지 생성에 필요 (다) 신경발달에 필요
[크롬] (가) 체내 탄수화물, 지방, 단백질 대사에 관여
[아연] (가) 정상적인 면역기능에 필요 (나) 정상적인 세포분열에 필요"
동서바이오팜(주),멀티비타민 쵸이스 (여성용),20040017025600,20210315,제조일로부터 24개월까지,"[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민B1] ①탄수화물과 에너지 대사에 필요

[철] ①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요

[비타민B2] ①체내 에너지 생성에 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[셀레늄] ①유해산소로부터 세포를 보호하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B12] ①정상적인 엽산 대사에 필요"
동서바이오팜(주),멀티비타민 쵸이스(남성용),20040017025605,20210319,제조일로부터 24개월까지,"[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민B1]①탄수화물과 에너지 대사에 필요

[철] ①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[구리] ①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B12] ①정상적인 엽산 대사에 필요"
주식회사 노바렉스,멀티비타민 츄어블,200400200081879,20180809,제조일로부터 18개월,"①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
①체내 에너지 생성에 필요
①정상적인 면역기능에 필요②정상적인 세포분열에 필요
①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
①체내 에너지 생성에 필요
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
①탄수화물과 에너지 대사에 필요
①정상적인 혈액응고에 필요②뼈의 구성에 필요
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
①정상적인 엽산 대사에 필요"
콜마비앤에이치(주)음성공장,멀티비타민 츄어블 키즈,200600200031325,20180625,제조일로부터 24개월,"1)비타민A-①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
2)비타민B1-①탄수화물과 에너지 대사에 필요
3)비타민B2-①체내 에너지 생성에 필요
4)비타민B6-①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
5)비타민B12-①정상적인 엽산 대사에 필요
6)비타민C-①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
7)비타민D-①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
8)비타민E-①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
9)나이아신-①체내 에너지 생성에 필요
10)판토텐산-①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
11)엽산-①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
12)비오틴-①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
13)아연-①정상적인 면역기능에 필요②정상적인 세포분열에 필요
14)망간- ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
15)철-①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
"
주식회사 아람,멀티비타민 츄어블정 블루베리맛,20110017019139,20230926,제조일로부터 24개월,"①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

(1) 탄수화물과 에너지 대사에 필요

(1) 체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

(1) 정상적인 엽산 대사에 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

(1) 정상적인 혈액응고에 필요
(2) 뼈의 구성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요,[비타민A] ①어두운 곳에서 시각 적응을 위해 필요 ②피부와 점막을 형성하고 기능을 유지하는데 필요 
③상피세포의 성장과 발달에 필요
[비타민B1] ①탄수화물과 에너지 대사에 필요
[비타민B2] ①체내 에너지 생성에 필요
[비타민B6] ①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산] ①세포와 혈액생성에 필요 ②태아 신경관의 정상 발달에 필요 ③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12] ①정상적인 엽산 대사에 필요
[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌
[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민K] ①정상적인 혈액응고에 필요 ②뼈의 구성에 필요
[아연] ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요"
엔피케이(주),멀티비타민 키즈,20100019004671,20170324,제조일로부터 24개월,"[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

[비타민B1] ①탄수화물과 에너지 대사에 필요

[나이아신] ①체내 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민E] ①유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[셀레늄(또는 셀렌)] ①유해산소로부터 세포를 보호하는데 필요"
주식회사 코스팜,멀티비타민 키즈,2017288023672,20200723,제조일로부터 24개월,"①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①탄수화물과 에너지 대사에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①체내 에너지 생성에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①유해산소로부터 세포를 보호하는데 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
엔피케이(주),멀티비타민 키즈 플러스,201000190041076,20210507,24 개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 
필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요"
엔피케이(주),멀티비타민 포 맨,20100019004465,20150729,제조일로부터 24개월,"[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민B1] ①탄수화물과 에너지 대사에 필요

[비타민B2] ①체내 에너지 생성에 필요

[나이아신] ①체내 에너지 생성에 필요

[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[셀레늄(또는 셀렌)] ①유해산소로부터 세포를 보호하는데 필요"
엔피케이(주),멀티비타민 포 우먼,20100019004464,20150729,제조일로부터 24개월,"[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1] ①탄수화물과 에너지 대사에 필요
[비타민B2] ①체내 에너지 생성에 필요
[나이아신] ①체내 에너지 생성에 필요
[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[망간] ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[셀레늄(또는 셀렌] ①유해산소로부터 세포를 보호하는데 필요
[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
광동헬스바이오(주) 2공장,멀티비타민 포 키즈,200400200141402,20210610,제조일로부터 24개월,"[비타민C] ① 결합조직 형성과 기능유지에 필요 ② 철의 흡수에 필요 ③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연] ① 정상적인 면역기능에 필요 ② 정상적인 세포분열에 필요
[나이아신] 체내 에너지 생성에 필요
[비타민A] ① 어두운 곳에서 시각 적응을 위해 필요 ② 피부와 점막을 형성하고 기능을 유지하는데 필요 ③ 상피세포의 성장과 발달에 필요
[망간] ① 뼈 형성에 필요 ② 에너지 이용에 필요 ③ 유해산소로부터 세포를 보호하는데 필요
[비타민B12] 정상적인 엽산 대사에 필요
[비타민D] ① 칼슘과 인이 흡수되고 이용되는데 필요 ② 뼈의 형성과 유지에 필요 ③ 골다공증발생 위험 감소에 도움을 줌
[비타민B6] ① 단백질 및 아미노산 이용에 필요 ② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2] 체내 에너지 생성에 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[엽산] ① 세포와 혈액생성에 필요 ② 태아 신경관의 정상 발달에 필요 ③ 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
광동헬스바이오(주) 2공장,멀티비타민 포세이돈 포 맨,200400200141627,20230110,제조일로부터 24개월,"[엠에스엠]
 관절 및 연골건강에 도움을 줄 수 있음
[칼슘]
①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[마그네슘]
①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민C]
①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B6]
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[나이아신]
체내 에너지 생성에 필요
[크롬]
체내 탄수화물, 지방, 단백질 대사에 관여
[비타민B1]
탄수화물과 에너지 대사에 필요
[아연]
①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민B2]
체내 에너지 생성에 필요
[판토텐산]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비오틴]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민A]
①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[셀렌]
유해산소로부터 세포를 보호하는데 필요
[망간]
①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[구리]
①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[비타민D]
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민B12]
정상적인 엽산 대사에 필요
[엽산]
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
풀무원건강생활(주),멀티비타민 프리미엄 듀얼,20040020001133,20150522,18개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④청년기 이전에 적절한 운동과 건강한 식습관을 유지하면서 충분한 칼슘을 섭취하면 향후 골다공증발생의 위험을 감소시킬 수 있음
[칼슘-PGA]“체내 칼슘흡수 촉진에 도움을 줌” (기타기능 II)
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[나이아신]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
"
주)팜크로스,멀티비타민 플러스,20040015110874,20191219,제조일로부터 24개월,"①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①체내 에너지 생성에 필요



①산화,환원 효소의 활성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①유해산소로부터 세포를 보호하는데 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

①정상적인 엽산 대사에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
(주)비오팜,멀티비타민 플러스 ,200400170211240,20220119,제조일로부터 24개월까지,"[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민B1] (1) 탄수화물과 에너지 대사에 필요

[비타민B2] (1) 체내 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B12] (1) 정상적인 엽산 대사에 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[나이아신] ①체내 에너지 생성에 필요

[판토텐산] (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비오틴] (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[셀레늄(또는 셀렌)] ①유해산소로부터 세포를 보호하는데 필요

[망간] ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

[크롬] (1) 체내 탄수화물, 지방, 단백질 대사에 관여

[구리] ①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요"
엔피케이(주),멀티비타민 플러스 맨,201000190041333,20231122,제조일로부터 24개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[나이아신]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[셀렌]①유해산소로부터 세포를 보호하는데 필요
[크롬]①체내 탄수화물, 지방, 단백질 대사에 관여
[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[구리]①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요"
대원헬스케어 주식회사 2공장,멀티비타민 플러스 미네랄,20172880193293,20250211,제조일로부터 24개월까지,"비타민C
-결합조직 형성과 기능유지에 필요
-철의 흡수에 필요
-항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

비타민E
-항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

크롬
-체내 탄수화물, 지방, 단백질 대사에 관여

나이아신
-체내 에너지 생성에 필요

몰리브덴
-산화 ･ 환원 효소의 활성에 필요

아연
-정상적인 면역기능에 필요
-정상적인 세포분열에 필요

망간
-뼈 형성에 필요
-에너지 이용에 필요
-유해산소로부터 세포를 보호하는데 필요

비타민A
-어두운 곳에서 시각 적응을 위해 필요
-피부와 점막을 형성하고 기능을 유지하는데 필요
-상피세포의 성장과 발달에 필요

판토텐산
-지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

셀레늄(또는 셀렌)
-유해산소로부터 세포를 보호하는데 필요

비오틴
-지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

구리
-철의 운반과 이용에 필요
-유해산소로부터 세포를 보호하는데 필요

비타민B12
-정상적인 엽산 대사에 필요

비타민B6
-단백질 및 아미노산 이용에 필요
-혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

비타민K
-정상적인 혈액응고에 필요
-뼈의 구성에 필요

비타민B1
-탄수화물과 에너지 대사에 필요

비타민B2
-체내 에너지 생성에 필요

엽산
-세포와 혈액생성에 필요
-태아 신경관의 정상 발달에 필요
-혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
엔피케이(주),멀티비타민 플러스 우먼,201000190041334,20231122,제조일로부터 24개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[나이아신]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[셀렌]①유해산소로부터 세포를 보호하는데 필요
[크롬]①체내 탄수화물, 지방, 단백질 대사에 관여
[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[철]①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
[구리]①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요"
